Art	AHIS 1,MOUSAVI A	AHIS 1	MOUSAVI A	25	2	2		47
Art	AHIS 1,MACK R T	AHIS 1	MACK R T	18	21	15		87
Art	AHIS 1,MEYER W J	AHIS 1	MEYER W J	49	9			66
Art	AHIS 1,MEYER W J	AHIS 1	MEYER W J	37	8	1	1	57
Art	AHIS 1,TRIANDOS T I	AHIS 1	TRIANDOS T I	9	11	1		35
Art	AHIS 2,ROWE S H	AHIS 2	ROWE S H	28	21	15		115
Art	AHIS 2,MEYER W J	AHIS 2	MEYER W J	43	8	1		57
Art	AHIS 2,MEYER W J	AHIS 2	MEYER W J	45	6			54
Art	AHIS 2,LEAPER L E	AHIS 2	LEAPER L E	6	9	8		45
Art	AHIS 3,MING L Y	AHIS 3	MING L Y	6	12	7		41
Art	AHIS 3,MEYER W J	AHIS 3	MEYER W J	55	16	9		121
Art	AHIS 3,MEYER W J	AHIS 3	MEYER W J	28	7	3		45
Art	AHIS 11,JAMES N M	AHIS 11	JAMES N M	9	4	4	1	30
Art	AHIS 11,WOOD E	AHIS 11	WOOD E	23	26	18		81
Art	AHIS 11,WOOD E	AHIS 11	WOOD E	13	9	9		46
Art	AHIS 11,THAYER J	AHIS 11	THAYER J	17	8	2	1	35
Art	AHIS 17,O'LEARY T F	AHIS 17	O'LEARY T F	15	11	9		40
Art	AHIS 18,BROWN WE	AHIS 18	BROWN WE	3	13	6		40
Art	AHIS 18,BROWN WE	AHIS 18	BROWN WE	8	10	8		38
Art	AHIS 72,STUART C A	AHIS 72	STUART C A	3	8	6	1	34
Art	AHIS 72,FOLLAND T F	AHIS 72	FOLLAND T F	12	10	4		49
Art	AHIS 72,SCHAPA E J	AHIS 72	SCHAPA E J	72	42	19	1	156
Art	AHIS 72,MIHAYLOVICH K W	AHIS 72	MIHAYLOVICH K W	23	5	3		44
Art	AHIS 72,MIHAYLOVICH K W	AHIS 72	MIHAYLOVICH K W	14	11	2		34
Art	AHIS 72,FOLLAND T F	AHIS 72	FOLLAND T F	6	3	4		25
Art	AHIS 72,ROWE S H	AHIS 72	ROWE S H	10	9	3	1	40
Art	AHIS 72,STUART C A	AHIS 72	STUART C A	6	6	1		29
Art	ART 10A,BURCHMAN J H	ART 10A	BURCHMAN J H	11	5	3		28
Art	ART 10A,HARRIS-FUENTES R	ART 10A	HARRIS-FUENTES R	14	4	4		26
Art	ART 10A,MIYANO E	ART 10A	MIYANO E	12	9	7		31
Art	ART 10A,MITCHELL R	ART 10A	MITCHELL R	15	9	2		30
Art	ART 10A,ARUTIAN C L	ART 10A	ARUTIAN C L	7	6	3		26
Art	ART 10A,ARGOTE C A	ART 10A	ARGOTE C A	5	5	2		20
Art	ART 10A,KARLSEN A M	ART 10A	KARLSEN A M	12	10			29
Art	ART 10A,BURCHMAN J H	ART 10A	BURCHMAN J H	17	5	3		29
Art	ART 10A,ZARCONE J	ART 10A	ZARCONE J	5	3	6		33
