Art	AHIS 1,MACK R T	AHIS 1	MACK R T	15	23	20		80
Art	AHIS 1,MEYER W J	AHIS 1	MEYER W J	30	6	1	2	49
Art	AHIS 1,MEYER W J	AHIS 1	MEYER W J	28	16	1		51
Art	AHIS 1,MACK R T	AHIS 1	MACK R T	35	20	8		75
Art	AHIS 1,MEYER W J	AHIS 1	MEYER W J	31	5			40
Art	AHIS 1,HESSER M	AHIS 1	HESSER M	5	8	9		39
Art	AHIS 1,MOUSAVI A	AHIS 1	MOUSAVI A	29	23	16		100
Art	AHIS 2,DONAHUE N J	AHIS 2	DONAHUE N J	78	19	7		121
Art	AHIS 2,LEAPER L E	AHIS 2	LEAPER L E	5	8	8		42
Art	AHIS 2,DONAHUE N J	AHIS 2	DONAHUE N J	97	24	1		141
Art	AHIS 2,ROWE S H	AHIS 2	ROWE S H	6	9	5		33
Art	AHIS 2,ROWE S H	AHIS 2	ROWE S H	13	7	3		32
Art	AHIS 3,MEYER W J	AHIS 3	MEYER W J	40	29	11	7	128
Art	AHIS 3,DONAHUE N J	AHIS 3	DONAHUE N J	59	7	1		72
Art	AHIS 3,MIHAYLOVICH K W	AHIS 3	MIHAYLOVICH K W	10	13	3		34
Art	AHIS 5,ROSENBLUM B T	AHIS 5	ROSENBLUM B T	10	13	6		53
Art	AHIS 6,ROSENBLUM B T	AHIS 6	ROSENBLUM B T	11	12	4		43
Art	AHIS 11,MEYER W J	AHIS 11	MEYER W J	21	5	1		40
Art	AHIS 11,MEYER W J	AHIS 11	MEYER W J	15	4			30
Art	AHIS 11,THAYER J	AHIS 11	THAYER J	15	7	4		33
Art	AHIS 11,THAYER J	AHIS 11	THAYER J	12	2			29
Art	AHIS 17,MING L Y	AHIS 17	MING L Y	22	10	6		56
Art	AHIS 17,O'LEARY T F	AHIS 17	O'LEARY T F	5	7	7	1	35
Art	AHIS 17,O'LEARY T F	AHIS 17	O'LEARY T F	12	5			34
Art	AHIS 18,BETTELHEIM J	AHIS 18	BETTELHEIM J	4	4	9		40
